max_depth_LGB,num_iterations_LGB,learning_rate_LGB,num_leaves_LGB,min_child_samples_LGB,reg_lambda_LGB,subsample_LGB,colsample_bytree_LGB,max_bin_LGB,reg_alpha_LGB,degree,mse,r2,mse_y,auc_t
9,100,0.2,32,32,5,0.9,0.9,144,0.01,10,0.099273298,0.900726702,1.140811162,0.504037149
5,200,0.1,128,128,20,0.7,0.7,48,0.01,10,0.099282227,0.900717773,1.078691443,0.504037149
7,100,0.2,64,64,10,0.5,0.5,112,1,10,0.099283016,0.900716984,1.09356414,0.504037149
5,200,0.1,32,32,5,0.5,0.5,112,0.01,10,0.099290254,0.900709746,1.095506614,0.504037149
9,200,0.1,32,32,5,0.7,0.7,112,1,10,0.099298697,0.900701303,1.13214142,0.504037149
5,100,0.2,32,32,5,0.7,0.7,144,0.1,10,0.099320652,0.900679348,1.105246039,0.504037149
7,200,0.1,128,128,20,0.7,0.7,48,0.1,10,0.099334965,0.900665035,1.078944528,0.504037149
9,200,0.1,96,96,15,0.5,0.5,16,1,10,0.099355159,0.900644841,1.07482352,0.504037149
9,200,0.1,96,96,15,0.5,0.5,144,1,10,0.099395825,0.900604175,1.085258997,0.504037149
9,200,0.1,64,64,10,0.9,0.9,144,1,10,0.099405711,0.900594289,1.109487315,0.504037149
5,200,0.1,128,128,20,0.9,0.9,16,0.01,10,0.099414973,0.900585027,1.073858285,0.504037149
7,100,0.2,32,32,5,0.7,0.7,80,0.1,10,0.099415997,0.900584003,1.127029207,0.504037149
9,200,0.1,96,96,15,0.5,0.5,16,0.1,10,0.099429964,0.900570036,1.075432206,0.504037149
5,100,0.2,32,32,5,0.5,0.5,144,0.1,10,0.099438743,0.900561257,1.103159287,0.504037149
5,200,0.1,96,96,15,0.7,0.7,80,0.01,10,0.09946915,0.90053085,1.073921721,0.504037149
5,200,0.1,128,128,20,0.5,0.5,16,0.1,10,0.099516175,0.900483825,1.06760397,0.504037149
7,200,0.1,32,32,5,0.7,0.7,80,0.1,10,0.099534582,0.900465418,1.11742106,0.504037149
9,200,0.1,96,96,15,0.7,0.7,48,1,10,0.099547258,0.900452742,1.081948504,0.504037149
5,200,0.1,32,32,5,0.9,0.9,48,0.01,10,0.099552115,0.900447885,1.111147139,0.504037149
7,200,0.1,96,96,15,0.5,0.5,48,0.01,10,0.099555618,0.900444382,1.081921426,0.504037149
5,200,0.1,64,64,10,0.9,0.9,80,0.01,10,0.099570821,0.900429179,1.091676463,0.504037149
9,100,0.2,96,96,15,0.5,0.5,112,1,10,0.099575739,0.900424261,1.082992949,0.504037149
9,100,0.2,32,32,5,0.5,0.5,16,1,10,0.099577296,0.900422704,1.10743113,0.504037149
9,100,0.2,64,64,10,0.9,0.9,48,0.01,10,0.099589423,0.900410577,1.126001119,0.504037149
5,200,0.1,96,96,15,0.7,0.7,112,0.1,10,0.099615541,0.900384459,1.078839532,0.504037149
7,100,0.2,96,96,15,0.7,0.7,48,1,10,0.099686491,0.900313509,1.083421273,0.504037149
5,200,0.1,64,64,10,0.5,0.5,112,0.01,10,0.099698191,0.900301809,1.084277253,0.504037149
5,200,0.1,128,128,20,0.5,0.5,48,0.01,10,0.0997153,0.9002847,1.077075356,0.504037149
5,200,0.1,64,64,10,0.5,0.5,48,0.1,10,0.099726375,0.900273625,1.089555189,0.504037149
7,200,0.1,32,32,5,0.7,0.7,16,0.1,10,0.099728836,0.900271164,1.120024801,0.504037149
9,200,0.1,32,32,5,0.9,0.9,112,0.1,10,0.099734945,0.900265055,1.140730717,0.504037149
5,100,0.2,96,96,15,0.5,0.5,48,0.01,10,0.09974118,0.90025882,1.082701621,0.504037149
9,200,0.1,64,64,10,0.9,0.9,16,0.1,10,0.099743636,0.900256364,1.10364425,0.504037149
5,200,0.1,32,32,5,0.7,0.7,144,0.01,10,0.099781417,0.900218583,1.100401486,0.504037149
9,100,0.2,32,32,5,0.5,0.5,144,0.01,10,0.099799605,0.900200395,1.123044212,0.504037149
5,100,0.2,32,32,5,0.7,0.7,48,1,10,0.099813245,0.900186755,1.114361892,0.504037149
7,100,0.2,96,96,15,0.9,0.9,48,0.01,10,0.099834587,0.900165413,1.087144473,0.504037149
5,200,0.1,96,96,15,0.9,0.9,144,0.1,10,0.09985325,0.90014675,1.080515148,0.504037149
5,100,0.2,128,128,20,0.7,0.7,16,1,10,0.099895976,0.900104024,1.073138459,0.504037149
5,100,0.2,128,128,20,0.5,0.5,16,0.1,10,0.099919361,0.900080639,1.06702244,0.504037149
5,100,0.2,64,64,10,0.9,0.9,80,0.1,10,0.099942197,0.900057803,1.091598478,0.504037149
7,100,0.2,128,128,20,0.9,0.9,48,0.1,10,0.099980247,0.900019753,1.081276765,0.504037149
9,100,0.2,128,128,20,0.9,0.9,48,0.1,10,0.099980247,0.900019753,1.084292685,0.504037149
9,200,0.1,64,64,10,0.5,0.5,112,1,10,0.10002318,0.89997682,1.097675197,0.504037149
7,200,0.1,64,64,10,0.5,0.5,144,0.01,10,0.100025258,0.899974742,1.092892019,0.504037149
7,100,0.2,96,96,15,0.9,0.9,48,0.1,10,0.100050311,0.899949689,1.090876906,0.504037149
5,100,0.2,32,32,5,0.5,0.5,48,0.1,10,0.100063326,0.899936674,1.098415908,0.504037149
9,200,0.1,128,128,20,0.5,0.5,16,0.01,10,0.100114482,0.899885518,1.069244726,0.504037149
7,200,0.1,128,128,20,0.5,0.5,16,0.01,10,0.100114482,0.899885518,1.068598716,0.504037149
7,100,0.2,96,96,15,0.9,0.9,48,1,10,0.100138001,0.899861999,1.08762555,0.504037149
5,200,0.1,64,64,10,0.5,0.5,16,0.1,10,0.100158108,0.899841892,1.080599346,0.504037149
9,200,0.1,64,64,10,0.5,0.5,48,1,10,0.100160815,0.899839185,1.099034143,0.504037149
7,200,0.1,32,32,5,0.9,0.9,112,0.1,10,0.100234002,0.899765998,1.131177981,0.504037149
5,200,0.1,128,128,20,0.7,0.7,48,0.1,10,0.100245375,0.899754625,1.078111509,0.504037149
7,200,0.1,96,96,15,0.5,0.5,80,0.1,10,0.100259149,0.899740851,1.081776875,0.504037149
5,200,0.1,32,32,5,0.7,0.7,16,0.1,10,0.10027703,0.89972297,1.090481161,0.504037149
9,200,0.1,64,64,10,0.7,0.7,48,1,10,0.100283529,0.899716471,1.103423334,0.504037149
7,200,0.1,64,64,10,0.5,0.5,144,1,10,0.100298323,0.899701677,1.090431952,0.504037149
7,100,0.2,96,96,15,0.7,0.7,48,0.01,10,0.100312011,0.899687989,1.081863075,0.504037149
7,200,0.1,128,128,20,0.7,0.7,48,0.01,10,0.100324765,0.899675235,1.079832781,0.504037149
5,100,0.2,128,128,20,0.5,0.5,48,1,10,0.100325545,0.899674455,1.076716761,0.504037149
7,200,0.1,32,32,5,0.5,0.5,48,0.1,10,0.100333877,0.899666123,1.111177705,0.504037149
5,100,0.2,64,64,10,0.7,0.7,16,0.01,10,0.100396,0.899604,1.078844782,0.504037149
7,200,0.1,32,32,5,0.5,0.5,112,1,10,0.100400181,0.899599819,1.107231878,0.504037149
7,100,0.2,96,96,15,0.7,0.7,48,0.1,10,0.100423657,0.899576343,1.086309,0.504037149
9,200,0.1,96,96,15,0.5,0.5,112,0.01,10,0.100445734,0.899554266,1.084272492,0.504037149
9,200,0.1,96,96,15,0.7,0.7,112,1,10,0.100452646,0.899547354,1.081956083,0.504037149
7,200,0.1,32,32,5,0.5,0.5,16,1,10,0.100460108,0.899539892,1.100561957,0.504037149
5,200,0.1,128,128,20,0.5,0.5,16,0.01,10,0.100465638,0.899534362,1.067818409,0.504037149
5,200,0.1,96,96,15,0.9,0.9,48,0.1,10,0.10048386,0.89951614,1.081391938,0.504037149
5,200,0.1,64,64,10,0.5,0.5,48,1,10,0.100500331,0.899499669,1.085975357,0.504037149
7,200,0.1,32,32,5,0.9,0.9,144,0.01,10,0.100505147,0.899494853,1.120450676,0.504037149
5,200,0.1,128,128,20,0.5,0.5,16,1,10,0.100523904,0.899476096,1.066628265,0.504037149
9,200,0.1,128,128,20,0.9,0.9,16,0.1,10,0.100556705,0.899443295,1.075156251,0.504037149
7,200,0.1,128,128,20,0.9,0.9,16,0.1,10,0.100556705,0.899443295,1.074465504,0.504037149
5,200,0.1,32,32,5,0.7,0.7,80,1,10,0.100580197,0.899419803,1.099056486,0.504037149
9,200,0.1,64,64,10,0.5,0.5,144,0.1,10,0.10058461,0.89941539,1.096572888,0.504037149
5,200,0.1,128,128,20,0.5,0.5,48,0.1,10,0.100614313,0.899385687,1.077490455,0.504037149
9,200,0.1,32,32,5,0.5,0.5,16,1,10,0.100626424,0.899373576,1.103684919,0.504037149
9,200,0.1,64,64,10,0.9,0.9,80,0.01,10,0.100632314,0.899367686,1.117328892,0.504037149
5,100,0.2,96,96,15,0.5,0.5,48,1,10,0.100668051,0.899331949,1.079884168,0.504037149
9,200,0.1,96,96,15,0.7,0.7,112,0.1,10,0.100690163,0.899309837,1.088058974,0.504037149
9,100,0.2,96,96,15,0.9,0.9,16,0.01,10,0.100694032,0.899305968,1.080836963,0.504037149
5,200,0.1,96,96,15,0.5,0.5,48,0.01,10,0.100697123,0.899302877,1.079684598,0.504037149
7,100,0.2,64,64,10,0.5,0.5,48,1,10,0.100715021,0.899284979,1.095876174,0.504037149
5,100,0.2,64,64,10,0.7,0.7,112,0.01,10,0.100715827,0.899284173,1.091547466,0.504037149
5,200,0.1,32,32,5,0.5,0.5,112,1,10,0.10072946,0.89927054,1.09040313,0.504037149
5,100,0.2,96,96,15,0.5,0.5,80,1,10,0.10076679,0.89923321,1.078103931,0.504037149
9,200,0.1,32,32,5,0.7,0.7,48,0.01,10,0.100773385,0.899226615,1.139902493,0.504037149
9,200,0.1,64,64,10,0.7,0.7,112,0.1,10,0.100788416,0.899211584,1.103137654,0.504037149
9,100,0.2,32,32,5,0.7,0.7,16,0.1,10,0.100797188,0.899202812,1.143230541,0.504037149
9,200,0.1,128,128,20,0.5,0.5,80,1,10,0.100798168,0.899201832,1.075266995,0.504037149
7,200,0.1,128,128,20,0.5,0.5,80,1,10,0.100798168,0.899201832,1.077107304,0.504037149
5,200,0.1,32,32,5,0.5,0.5,48,1,10,0.100816815,0.899183185,1.098808735,0.504037149
5,200,0.1,128,128,20,0.7,0.7,16,0.01,10,0.1008244,0.8991756,1.076531542,0.504037149
5,200,0.1,32,32,5,0.5,0.5,16,1,10,0.100827908,0.899172092,1.089656821,0.504037149
5,200,0.1,96,96,15,0.5,0.5,16,0.1,10,0.100830027,0.899169973,1.072144954,0.504037149
9,100,0.2,64,64,10,0.7,0.7,144,1,10,0.100834363,0.899165637,1.10826737,0.504037149
5,200,0.1,64,64,10,0.9,0.9,112,0.1,10,0.100840442,0.899159558,1.086001068,0.504037149
5,200,0.1,96,96,15,0.9,0.9,16,1,10,0.100850205,0.899149795,1.072321135,0.504037149
5,100,0.2,32,32,5,0.9,0.9,80,0.1,10,0.100871811,0.899128189,1.107563957,0.504037149
5,200,0.1,32,32,5,0.5,0.5,144,0.01,10,0.100874151,0.899125849,1.095725341,0.504037149
9,200,0.1,32,32,5,0.7,0.7,16,0.1,10,0.100884834,0.899115166,1.129597054,0.504037149
5,100,0.2,96,96,15,0.9,0.9,48,0.1,10,0.100896883,0.899103117,1.077954722,0.504037149
7,100,0.2,64,64,10,0.7,0.7,16,0.1,10,0.100897746,0.899102254,1.089814112,0.504037149
9,200,0.1,64,64,10,0.5,0.5,80,0.01,10,0.100912858,0.899087142,1.101968296,0.504037149
9,200,0.1,128,128,20,0.5,0.5,48,0.01,10,0.100914221,0.899085779,1.079177299,0.504037149
7,200,0.1,128,128,20,0.5,0.5,48,0.01,10,0.100914221,0.899085779,1.078469873,0.504037149
5,200,0.1,64,64,10,0.9,0.9,144,0.1,10,0.10093085,0.89906915,1.08935644,0.504037149
7,200,0.1,64,64,10,0.7,0.7,144,0.1,10,0.100934977,0.899065023,1.095271185,0.504037149
9,100,0.2,96,96,15,0.7,0.7,80,1,10,0.1009373,0.8990627,1.075515877,0.504037149
5,100,0.2,64,64,10,0.5,0.5,16,0.01,10,0.100944968,0.899055032,1.080816246,0.504037149
5,200,0.1,32,32,5,0.9,0.9,48,0.1,10,0.10097308,0.89902692,1.11138653,0.504037149
5,200,0.1,96,96,15,0.5,0.5,16,1,10,0.100996858,0.899003142,1.07442629,0.504037149
7,200,0.1,64,64,10,0.9,0.9,16,0.1,10,0.101016991,0.898983009,1.091567486,0.504037149
7,200,0.1,96,96,15,0.5,0.5,16,0.1,10,0.101027324,0.898972676,1.076165902,0.504037149
9,100,0.2,64,64,10,0.5,0.5,16,1,10,0.10105509,0.89894491,1.08219695,0.504037149
9,200,0.1,128,128,20,0.5,0.5,80,0.1,10,0.101079285,0.898920715,1.076557328,0.504037149
7,200,0.1,128,128,20,0.5,0.5,80,0.1,10,0.101079285,0.898920715,1.079589897,0.504037149
7,100,0.2,128,128,20,0.5,0.5,80,1,10,0.101100089,0.898899911,1.076091062,0.504037149
5,200,0.1,64,64,10,0.7,0.7,16,0.01,10,0.101113012,0.898886988,1.074310837,0.504037149
5,200,0.1,64,64,10,0.5,0.5,16,0.01,10,0.101131486,0.898868514,1.08077168,0.504037149
7,100,0.2,128,128,20,0.9,0.9,16,0.01,10,0.101138864,0.898861136,1.074913005,0.504037149
9,100,0.2,128,128,20,0.9,0.9,16,0.01,10,0.101138864,0.898861136,1.078522442,0.504037149
7,200,0.1,96,96,15,0.9,0.9,112,1,10,0.101151486,0.898848514,1.083961223,0.504037149
7,200,0.1,96,96,15,0.5,0.5,112,0.1,10,0.101197109,0.898802891,1.083505507,0.504037149
5,100,0.2,64,64,10,0.5,0.5,112,1,10,0.101197541,0.898802459,1.085815584,0.504037149
9,200,0.1,96,96,15,0.9,0.9,48,0.01,10,0.1011977,0.8988023,1.090799398,0.504037149
9,100,0.2,32,32,5,0.7,0.7,112,0.1,10,0.101200602,0.898799398,1.139145047,0.504037149
5,100,0.2,64,64,10,0.5,0.5,16,1,10,0.101207291,0.898792709,1.078947521,0.504037149
7,200,0.1,96,96,15,0.9,0.9,48,0.01,10,0.101208164,0.898791836,1.088412943,0.504037149
5,200,0.1,64,64,10,0.7,0.7,112,0.01,10,0.101217367,0.898782633,1.082498696,0.504037149
9,200,0.1,64,64,10,0.7,0.7,16,0.01,10,0.10122878,0.89877122,1.092715605,0.504037149
7,200,0.1,32,32,5,0.7,0.7,112,1,10,0.101238048,0.898761952,1.125564917,0.504037149
7,200,0.1,64,64,10,0.7,0.7,80,1,10,0.101285095,0.898714905,1.092187114,0.504037149
5,200,0.1,32,32,5,0.9,0.9,16,0.01,10,0.101297383,0.898702617,1.104950188,0.504037149
7,100,0.2,32,32,5,0.9,0.9,80,1,10,0.101302727,0.898697273,1.130749297,0.504037149
9,200,0.1,64,64,10,0.7,0.7,144,0.01,10,0.101310349,0.898689651,1.102075173,0.504037149
9,100,0.2,64,64,10,0.7,0.7,48,0.1,10,0.101313052,0.898686948,1.109678556,0.504037149
5,200,0.1,128,128,20,0.7,0.7,16,1,10,0.10131991,0.89868009,1.07494727,0.504037149
7,200,0.1,32,32,5,0.7,0.7,144,0.01,10,0.10134579,0.89865421,1.118582723,0.504037149
5,200,0.1,32,32,5,0.9,0.9,144,0.01,10,0.101362079,0.898637921,1.106927862,0.504037149
9,200,0.1,128,128,20,0.9,0.9,16,0.01,10,0.101372042,0.898627958,1.075797635,0.504037149
7,200,0.1,128,128,20,0.9,0.9,16,0.01,10,0.101372042,0.898627958,1.074397923,0.504037149
9,100,0.2,64,64,10,0.5,0.5,112,1,10,0.101384212,0.898615788,1.097293563,0.504037149
9,100,0.2,32,32,5,0.9,0.9,48,0.1,10,0.101388352,0.898611648,1.159751895,0.504037149
5,200,0.1,32,32,5,0.5,0.5,112,0.1,10,0.101408428,0.898591572,1.095025333,0.504037149
5,100,0.2,64,64,10,0.7,0.7,112,0.1,10,0.10140993,0.89859007,1.084432217,0.504037149
5,100,0.2,64,64,10,0.9,0.9,48,0.1,10,0.101419035,0.898580965,1.089238767,0.504037149
9,100,0.2,96,96,15,0.9,0.9,48,1,10,0.101419796,0.898580204,1.092625538,0.504037149
9,200,0.1,64,64,10,0.9,0.9,80,0.1,10,0.101433972,0.898566028,1.113030714,0.504037149
7,200,0.1,64,64,10,0.5,0.5,16,0.1,10,0.101434498,0.898565502,1.086495662,0.504037149
7,200,0.1,128,128,20,0.5,0.5,16,1,10,0.101461429,0.898538571,1.068025277,0.504037149
9,200,0.1,128,128,20,0.5,0.5,16,1,10,0.101461429,0.898538571,1.0669919,0.504037149
7,100,0.2,32,32,5,0.9,0.9,144,0.01,10,0.101469467,0.898530533,1.143321039,0.504037149
9,200,0.1,64,64,10,0.5,0.5,112,0.1,10,0.101471225,0.898528775,1.09714629,0.504037149
9,100,0.2,64,64,10,0.7,0.7,112,0.01,10,0.101481307,0.898518693,1.108330296,0.504037149
9,100,0.2,96,96,15,0.7,0.7,80,0.01,10,0.101499978,0.898500022,1.084496445,0.504037149
9,100,0.2,128,128,20,0.9,0.9,16,0.1,10,0.101508574,0.898491426,1.077998468,0.504037149
7,100,0.2,128,128,20,0.9,0.9,16,0.1,10,0.101508574,0.898491426,1.07813377,0.504037149
7,100,0.2,64,64,10,0.5,0.5,80,1,10,0.101509076,0.898490924,1.098665659,0.504037149
9,200,0.1,96,96,15,0.9,0.9,144,0.01,10,0.101513865,0.898486135,1.093260727,0.504037149
9,200,0.1,32,32,5,0.9,0.9,144,0.1,10,0.101525503,0.898474497,1.14254416,0.504037149
9,200,0.1,32,32,5,0.9,0.9,112,0.01,10,0.101531796,0.898468204,1.140047932,0.504037149
5,100,0.2,96,96,15,0.5,0.5,112,0.1,10,0.101533048,0.898466952,1.077666119,0.504037149
7,200,0.1,64,64,10,0.9,0.9,48,0.01,10,0.10155099,0.89844901,1.110172563,0.504037149
9,200,0.1,32,32,5,0.5,0.5,48,1,10,0.101554369,0.898445631,1.123816394,0.504037149
9,200,0.1,64,64,10,0.7,0.7,144,0.1,10,0.101569679,0.898430321,1.106771602,0.504037149
7,200,0.1,64,64,10,0.7,0.7,48,0.1,10,0.101571031,0.898428969,1.093609796,0.504037149
7,100,0.2,128,128,20,0.7,0.7,16,0.1,10,0.101593523,0.898406477,1.074124576,0.504037149
9,100,0.2,128,128,20,0.7,0.7,16,0.1,10,0.101593523,0.898406477,1.077242571,0.504037149
9,200,0.1,64,64,10,0.7,0.7,112,1,10,0.101624974,0.898375026,1.099287392,0.504037149
5,100,0.2,96,96,15,0.7,0.7,48,0.01,10,0.101631246,0.898368754,1.081301626,0.504037149
9,200,0.1,32,32,5,0.9,0.9,80,0.1,10,0.101656688,0.898343312,1.139678346,0.504037149
7,100,0.2,32,32,5,0.5,0.5,16,1,10,0.10166209,0.89833791,1.100962029,0.504037149
5,100,0.2,96,96,15,0.9,0.9,48,0.01,10,0.101665294,0.898334706,1.081975551,0.504037149
7,200,0.1,96,96,15,0.7,0.7,112,1,10,0.101671429,0.898328571,1.078954004,0.504037149
7,100,0.2,64,64,10,0.5,0.5,48,0.01,10,0.101681429,0.898318571,1.098671953,0.504037149
5,100,0.2,32,32,5,0.7,0.7,16,1,10,0.101710476,0.898289524,1.101119268,0.504037149
7,100,0.2,128,128,20,0.5,0.5,112,1,10,0.101732419,0.898267581,1.07707585,0.504037149
9,100,0.2,128,128,20,0.5,0.5,112,1,10,0.101732419,0.898267581,1.073345921,0.504037149
9,200,0.1,32,32,5,0.5,0.5,80,0.1,10,0.101733853,0.898266147,1.119186134,0.504037149
9,200,0.1,128,128,20,0.7,0.7,16,1,10,0.101753252,0.898246748,1.075394762,0.504037149
7,200,0.1,128,128,20,0.7,0.7,16,1,10,0.101753252,0.898246748,1.076282474,0.504037149
5,100,0.2,32,32,5,0.5,0.5,48,0.01,10,0.101756321,0.898243679,1.100676125,0.504037149
5,100,0.2,96,96,15,0.5,0.5,16,0.1,10,0.101762776,0.898237224,1.074442353,0.504037149
7,200,0.1,96,96,15,0.7,0.7,144,0.01,10,0.101796921,0.898203079,1.082009237,0.504037149
9,100,0.2,32,32,5,0.5,0.5,112,1,10,0.101797707,0.898202293,1.121829768,0.504037149
9,200,0.1,64,64,10,0.7,0.7,48,0.01,10,0.101816913,0.898183087,1.109122171,0.504037149
5,100,0.2,96,96,15,0.5,0.5,16,1,10,0.10184071,0.89815929,1.072378315,0.504037149
7,200,0.1,128,128,20,0.7,0.7,16,0.01,10,0.101844844,0.898155156,1.074101475,0.504037149
9,200,0.1,32,32,5,0.9,0.9,112,1,10,0.101846503,0.898153497,1.14611765,0.504037149
9,200,0.1,32,32,5,0.7,0.7,112,0.1,10,0.101848658,0.898151342,1.128201539,0.504037149
5,200,0.1,96,96,15,0.7,0.7,16,0.1,10,0.101859774,0.898140226,1.070194457,0.504037149
5,100,0.2,96,96,15,0.5,0.5,16,0.01,10,0.10186769,0.89813231,1.077356984,0.504037149
5,200,0.1,32,32,5,0.9,0.9,112,0.1,10,0.101899723,0.898100277,1.109953582,0.504037149
9,200,0.1,64,64,10,0.5,0.5,16,0.1,10,0.1019662,0.8980338,1.084923602,0.504037149
9,100,0.2,96,96,15,0.5,0.5,48,1,10,0.101969495,0.898030505,1.087455044,0.504037149
7,200,0.1,32,32,5,0.9,0.9,48,1,10,0.101971369,0.898028631,1.136613613,0.504037149
7,200,0.1,32,32,5,0.7,0.7,16,1,10,0.10197927,0.89802073,1.121115145,0.504037149
9,100,0.2,64,64,10,0.7,0.7,16,0.1,10,0.101986498,0.898013502,1.095253877,0.504037149
9,200,0.1,32,32,5,0.9,0.9,16,0.01,10,0.101987084,0.898012916,1.146570728,0.504037149
5,200,0.1,96,96,15,0.5,0.5,16,0.01,10,0.101993881,0.898006119,1.071483214,0.504037149
5,200,0.1,96,96,15,0.9,0.9,16,0.01,10,0.10199863,0.89800137,1.072184524,0.504037149
9,200,0.1,96,96,15,0.9,0.9,112,1,10,0.102013369,0.897986631,1.090224729,0.504037149
9,200,0.1,32,32,5,0.9,0.9,80,0.01,10,0.102018795,0.897981205,1.139506848,0.504037149
5,200,0.1,128,128,20,0.9,0.9,48,0.1,10,0.102026109,0.897973891,1.082216243,0.504037149
7,200,0.1,32,32,5,0.9,0.9,48,0.01,10,0.10202863,0.89797137,1.133989947,0.504037149
5,100,0.2,64,64,10,0.7,0.7,80,0.01,10,0.102064729,0.897935271,1.087472046,0.504037149
9,100,0.2,32,32,5,0.9,0.9,112,0.1,10,0.102072445,0.897927555,1.148437993,0.504037149
5,100,0.2,32,32,5,0.9,0.9,112,1,10,0.10208344,0.89791656,1.107490761,0.504037149
5,100,0.2,96,96,15,0.7,0.7,80,0.1,10,0.10209073,0.89790927,1.073102599,0.504037149
5,200,0.1,96,96,15,0.7,0.7,112,1,10,0.102122606,0.897877394,1.078096344,0.504037149
5,200,0.1,32,32,5,0.7,0.7,16,1,10,0.102167887,0.897832113,1.098309517,0.504037149
7,200,0.1,64,64,10,0.7,0.7,112,1,10,0.102168748,0.897831252,1.093161243,0.504037149
7,200,0.1,96,96,15,0.9,0.9,48,1,10,0.10219806,0.89780194,1.084119028,0.504037149
5,100,0.2,64,64,10,0.9,0.9,144,0.01,10,0.102206082,0.897793918,1.093110563,0.504037149
7,100,0.2,64,64,10,0.7,0.7,112,1,10,0.102252148,0.897747852,1.092155583,0.504037149
7,100,0.2,96,96,15,0.7,0.7,144,0.1,10,0.102276921,0.897723079,1.083439416,0.504037149
7,200,0.1,64,64,10,0.9,0.9,144,1,10,0.102279911,0.897720089,1.103743029,0.504037149
7,100,0.2,32,32,5,0.7,0.7,16,0.01,10,0.102281718,0.897718282,1.123896311,0.504037149
7,200,0.1,32,32,5,0.7,0.7,16,0.01,10,0.102297596,0.897702404,1.11681921,0.504037149
9,100,0.2,32,32,5,0.9,0.9,80,0.01,10,0.102356446,0.897643554,1.139273733,0.504037149
9,100,0.2,64,64,10,0.9,0.9,112,0.01,10,0.102439112,0.897560888,1.109414652,0.504037149
5,100,0.2,64,64,10,0.9,0.9,112,1,10,0.102471676,0.897528324,1.087532185,0.504037149
7,200,0.1,96,96,15,0.9,0.9,16,0.01,10,0.102532974,0.897467026,1.076518057,0.504037149
9,200,0.1,32,32,5,0.7,0.7,144,0.01,10,0.102541787,0.897458213,1.136384745,0.504037149
7,200,0.1,32,32,5,0.7,0.7,112,0.1,10,0.102545865,0.897454135,1.120634243,0.504037149
7,100,0.2,64,64,10,0.7,0.7,80,1,10,0.102569454,0.897430546,1.100247502,0.504037149
7,200,0.1,128,128,20,0.5,0.5,16,0.1,10,0.10261346,0.89738654,1.068094111,0.504037149
9,200,0.1,128,128,20,0.5,0.5,16,0.1,10,0.10261346,0.89738654,1.068094111,0.504037149
5,200,0.1,64,64,10,0.9,0.9,16,0.01,10,0.102627133,0.897372867,1.079634166,0.504037149
7,200,0.1,96,96,15,0.5,0.5,16,1,10,0.102632533,0.897367467,1.075274039,0.504037149
5,200,0.1,96,96,15,0.5,0.5,112,1,10,0.102635044,0.897364956,1.075544657,0.504037149
9,100,0.2,96,96,15,0.7,0.7,112,0.01,10,0.102638058,0.897361942,1.083489315,0.504037149
9,200,0.1,32,32,5,0.5,0.5,48,0.01,10,0.102659426,0.897340574,1.124073075,0.504037149
9,200,0.1,64,64,10,0.7,0.7,48,0.1,10,0.10266087,0.89733913,1.106877738,0.504037149
5,200,0.1,96,96,15,0.9,0.9,48,1,10,0.102687716,0.897312284,1.08331948,0.504037149
5,100,0.2,96,96,15,0.7,0.7,144,0.01,10,0.102695111,0.897304889,1.080560272,0.504037149
5,200,0.1,96,96,15,0.9,0.9,112,1,10,0.102717485,0.897282515,1.080257131,0.504037149
7,200,0.1,32,32,5,0.9,0.9,144,1,10,0.102753879,0.897246121,1.125624754,0.504037149
9,200,0.1,64,64,10,0.9,0.9,112,0.01,10,0.102775061,0.897224939,1.107507731,0.504037149
9,200,0.1,64,64,10,0.9,0.9,112,0.1,10,0.102777995,0.897222005,1.110810754,0.504037149
5,200,0.1,96,96,15,0.9,0.9,48,0.01,10,0.102802116,0.897197884,1.081309933,0.504037149
7,200,0.1,96,96,15,0.5,0.5,80,1,10,0.102806607,0.897193393,1.082266524,0.504037149
5,200,0.1,32,32,5,0.9,0.9,48,1,10,0.10283297,0.89716703,1.110597086,0.504037149
7,200,0.1,32,32,5,0.9,0.9,112,0.01,10,0.102835918,0.897164082,1.123923253,0.504037149
9,200,0.1,96,96,15,0.7,0.7,144,0.1,10,0.102869258,0.897130742,1.087104772,0.504037149
5,100,0.2,128,128,20,0.5,0.5,112,0.01,10,0.102872015,0.897127985,1.078060134,0.504037149
7,100,0.2,64,64,10,0.7,0.7,16,0.01,10,0.102886021,0.897113979,1.088166265,0.504037149
5,100,0.2,64,64,10,0.9,0.9,16,0.01,10,0.10289218,0.89710782,1.082808393,0.504037149
7,100,0.2,32,32,5,0.7,0.7,80,1,10,0.102925463,0.897074537,1.117136245,0.504037149
9,100,0.2,96,96,15,0.5,0.5,16,1,10,0.102928537,0.897071463,1.077322259,0.504037149
9,100,0.2,128,128,20,0.7,0.7,112,1,10,0.10294728,0.89705272,1.076193744,0.504037149
9,200,0.1,128,128,20,0.5,0.5,80,0.01,10,0.102963763,0.897036237,1.077794087,0.504037149
7,200,0.1,128,128,20,0.5,0.5,80,0.01,10,0.102963763,0.897036237,1.0789552,0.504037149
5,100,0.2,96,96,15,0.5,0.5,80,0.1,10,0.102964854,0.897035146,1.079619747,0.504037149
9,200,0.1,32,32,5,0.9,0.9,144,0.01,10,0.102971819,0.897028181,1.131146307,0.504037149
7,200,0.1,32,32,5,0.9,0.9,80,0.01,10,0.102979137,0.897020863,1.122660416,0.504037149
7,200,0.1,64,64,10,0.7,0.7,112,0.01,10,0.102989008,0.897010992,1.094799921,0.504037149
