min_child_samples_LGBC,num_leaves_LGBC,reg_lambda_LGBC,learning_rate_LGBR,num_iterations_LGBR,num_leaves_LGBR,min_child_samples_LGBR,reg_lambda_LGBR,subsample_LGBR,colsample_bytree_LGBR,subsample_LGBC,colsample_bytree_LGBC,max_bin_LGBR,max_bin_LGBC,max_depth_LGBR,max_depth_LGBC,reg_alpha_LGBR,reg_alpha_LGBC,learning_rate_LGBC,num_iterations_LGBC,degree,mse,r2,mse_y,auc_t
32,32,2.1875,0.2,100,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.1,100,10,0.117708983,0.882291017,1.070426484,0.505709721
32,32,2.1875,0.2,100,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.117737121,0.882262879,1.083268473,0.530865088
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.117746074,0.882253926,1.141751521,0.506994875
32,32,2.1875,0.1,200,96,96,15,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,10,0.117748771,0.882251229,1.083505507,0.532024666
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.05,200,10,0.117761133,0.882238867,1.108950116,0.504323036
48,48,2.8125,0.1,200,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,10,0.117772684,0.882227316,1.126200462,0.50222297
48,48,2.8125,0.1,200,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.05,200,10,0.11777949,0.88222051,1.087104772,0.51738833
48,48,2.8125,0.1,200,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.05,200,10,0.117791943,0.882208057,1.123923253,0.511633189
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,10,0.11779609,0.88220391,1.082710087,0.514657711
16,16,1.5625,0.2,100,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.05,200,10,0.117801029,0.882198971,1.140780554,0.502685199
16,16,1.5625,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,10,0.117811582,0.882188418,1.078406793,0.517674217
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,10,0.11781482,0.88218518,1.070264181,0.514724507
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,10,0.117815366,0.882184634,1.070264181,0.521983894
48,48,2.8125,0.1,200,96,96,15,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.117824615,0.882175385,1.080770289,0.526857329
16,16,1.5625,0.1,200,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.05,200,10,0.117838884,0.882161116,1.067785408,0.521227764
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.1,100,10,0.117851873,0.882148127,1.074198684,0.516463874
48,48,2.8125,0.2,100,96,96,15,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.05,200,10,0.11785947,0.88214053,1.093189785,0.516169972
32,32,2.1875,0.2,100,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.117886538,0.882113462,1.117035652,0.503449345
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.05,200,10,0.117906852,0.882093148,1.074198684,0.514489385
32,32,2.1875,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.117912518,0.882087482,1.106917309,0.514951613
32,32,2.1875,0.1,200,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,10,0.117920339,0.882079661,1.131160666,0.521975879
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.117964915,0.882035085,1.068989346,0.52831081
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,10,0.117969105,0.882030895,1.075292175,0.498752251
32,32,2.1875,0.2,100,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.117973264,0.882026736,1.071058628,0.516405094
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,10,0.117991115,0.882008885,1.101834373,0.512087401
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.117997677,0.882002323,1.070324945,0.516405094
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,10,0.117998601,0.882001399,1.070388513,0.50565094
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.05,200,10,0.118020109,0.881979891,1.095768171,0.515472622
16,16,1.5625,0.2,100,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.118022812,0.881977188,1.071058628,0.518152477
32,32,2.1875,0.2,100,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.05,200,10,0.118031136,0.881968864,1.071207185,0.523672497
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.11803175,0.88196825,1.078613503,0.526857329
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.1,100,10,0.11803509,0.88196491,1.076773457,0.526806564
48,48,2.8125,0.2,100,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.118044886,0.881955114,1.071813935,0.528545932
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,10,0.118047867,0.881952133,1.112631225,0.5194216
32,32,2.1875,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.118054699,0.881945301,1.114716846,0.514951613
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,10,0.118067718,0.881932282,1.081213614,0.515413841
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,10,0.118073208,0.881926792,1.101834373,0.522211
48,48,2.8125,0.1,200,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.118083303,0.881916697,1.093161243,0.518959372
16,16,1.5625,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,10,0.11808405,0.88191595,1.078031108,0.515464606
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.118097795,0.881902205,1.13756838,0.52633632
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.1,100,10,0.118113808,0.881886192,1.095768171,0.506230729
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.05,200,10,0.118132134,0.881867866,1.095170834,0.515472622
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,10,0.118139192,0.881860808,1.075292175,0.508969365
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.1,100,10,0.118164772,0.881835228,1.092994064,0.515817289
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.05,200,10,0.118185877,0.881814123,1.078473835,0.504550142
32,32,2.1875,0.1,200,96,96,15,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.118188016,0.881811984,1.090254083,0.503449345
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.1,100,10,0.118189957,0.881810043,1.073633949,0.507390308
16,16,1.5625,0.2,100,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.1,100,10,0.118201203,0.881798797,1.070400654,0.518328818
16,16,1.5625,0.2,100,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,10,0.118201247,0.881798753,1.070426484,0.516984883
32,32,2.1875,0.2,100,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.1,100,10,0.118214024,0.881785976,1.082286769,0.507574665
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.1,100,10,0.118220422,0.881779578,1.074198684,0.519539161
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.1,100,10,0.118225615,0.881774385,1.079619747,0.517917355
32,32,2.1875,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,10,0.118242328,0.881757672,1.107231878,0.519127698
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.1,100,10,0.118269547,0.881730453,1.070055052,0.509431593
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,10,0.118270909,0.881729091,1.074031036,0.522211
48,48,2.8125,0.2,100,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,10,0.118295967,0.881704033,1.071295268,0.523143472
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.05,200,10,0.118298455,0.881701545,1.085845723,0.504323036
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.05,200,10,0.118304248,0.881695752,1.071800651,0.514254263
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.1,100,10,0.118313298,0.881686702,1.108950116,0.507390308
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.118374131,0.881625869,1.072106547,0.50902013
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.118389075,0.881610925,1.082059132,0.508667447
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.1,100,10,0.118408008,0.881591992,1.09805472,0.500021375
32,32,2.1875,0.1,200,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,10,0.118436363,0.881563637,1.136384745,0.518320802
32,32,2.1875,0.2,100,96,96,15,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.05,200,10,0.118437697,0.881562303,1.085112846,0.524303051
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.05,200,10,0.118451526,0.881548474,1.118945136,0.528016907
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,10,0.118455173,0.881544827,1.106771602,0.517439095
32,32,2.1875,0.2,100,96,96,15,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.1,100,10,0.118459957,0.881540043,1.096180341,0.502979101
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.05,200,10,0.118468862,0.881531138,1.070264181,0.530520421
48,48,2.8125,0.1,200,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.1,100,10,0.118469759,0.881530241,1.070299905,0.525588205
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,10,0.118470597,0.881529403,1.117196936,0.514481369
48,48,2.8125,0.2,100,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.05,200,10,0.118475596,0.881524404,1.091376827,0.51738833
48,48,2.8125,0.1,200,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.118488246,0.881511754,1.072401406,0.525059181
16,16,1.5625,0.2,100,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.05,200,10,0.118494215,0.881505785,1.071058628,0.511876326
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,10,0.118501445,0.881498555,1.082351792,0.510885074
32,32,2.1875,0.2,100,96,96,15,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,10,0.118502801,0.881497199,1.075424387,0.510305284
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,10,0.118519474,0.881480526,1.09356414,0.52075752
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,10,0.118520072,0.881479928,1.127899725,0.506297525
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,10,0.118527446,0.881472554,1.068154925,0.509028145
16,16,1.5625,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,10,0.11854354,0.88145646,1.078031108,0.511574408
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,10,0.118555471,0.881444529,1.07707585,0.523429359
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.1,100,10,0.118644299,0.881355701,1.067785408,0.519539161
32,32,2.1875,0.2,100,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.118644473,0.881355527,1.070578831,0.52831081
32,32,2.1875,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,10,0.11865304,0.88134696,1.074476173,0.52424427
32,32,2.1875,0.1,200,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.05,200,10,0.118668253,0.881331747,1.095768171,0.518379583
32,32,2.1875,0.1,200,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,10,0.11866839,0.88133161,1.072992761,0.510885074
32,32,2.1875,0.1,200,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.118685567,0.881314433,1.101839113,0.530865088
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,10,0.118691499,0.881308501,1.070616475,0.513960361
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,10,0.118705441,0.881294559,1.0713375,0.510885074
48,48,2.8125,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,10,0.11870725,0.88129275,1.083614741,0.511817545
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.118710406,0.881289594,1.141751521,0.503449345
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.05,200,10,0.118763273,0.881236727,1.071270122,0.510885074
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,10,0.118778245,0.881221755,1.101834373,0.51866547
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.05,200,10,0.118789539,0.881210461,1.073633949,0.504323036
16,16,1.5625,0.2,100,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.1,100,10,0.118799867,0.881200133,1.140780554,0.513372556
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.05,200,10,0.118802238,0.881197762,1.080580672,0.515472622
16,16,1.5625,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.1,100,10,0.118846089,0.881153911,1.082351792,0.505365053
32,32,2.1875,0.1,200,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.05,200,10,0.118866627,0.881133373,1.123923253,0.500374058
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.05,200,10,0.118877375,0.881122625,1.096807026,0.525874092
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.05,200,10,0.11888124,0.88111876,1.071270122,0.52215222
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.05,200,10,0.118883003,0.881116997,1.134201763,0.511633189
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,10,0.118904049,0.881095951,1.107231878,0.523429359
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.1,100,10,0.118909133,0.881090867,1.106917309,0.512397335
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.118919825,0.881080175,1.125564917,0.518959372
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,10,0.118926421,0.881073579,1.124626757,0.513094685
48,48,2.8125,0.1,200,96,96,15,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.118943552,0.881056448,1.090254083,0.511927091
48,48,2.8125,0.1,200,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,10,0.118975745,0.881024255,1.106771602,0.517211989
32,32,2.1875,0.2,100,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.05,200,10,0.118986444,0.881013556,1.091609992,0.5180269
16,16,1.5625,0.2,100,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.1,100,10,0.118997448,0.881002552,1.080580672,0.506230729
32,32,2.1875,0.2,100,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.05,200,10,0.119016386,0.880983614,1.082286769,0.518505159
32,32,2.1875,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,10,0.11902018,0.88097982,1.074476173,0.530512405
32,32,2.1875,0.1,200,96,96,15,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.119028001,0.880971999,1.090254083,0.506994875
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,10,0.11905576,0.88094424,1.068989346,0.523143472
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,10,0.11909446,0.88090554,1.071282798,0.510885074
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.05,200,10,0.119095478,0.880904522,1.070007496,0.520244527
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.119100648,0.880899352,1.070163508,0.518152477
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.05,200,10,0.119112355,0.880887645,1.079932292,0.508087658
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,10,0.119122945,0.880877055,1.09356414,0.523429359
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.119143037,0.880856963,1.072106547,0.509952602
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,10,0.119151015,0.880848985,1.095063238,0.520639959
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.05,200,10,0.119169891,0.880830109,1.070007496,0.520706755
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.1,100,10,0.119183723,0.880816277,1.124626757,0.518320802
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,10,0.119186777,0.880813223,1.072058224,0.512087401
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,10,0.119195506,0.880804494,1.07707585,0.52075752
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,10,0.11919583,0.88080417,1.127899725,0.50222297
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.119235161,0.880764839,1.082059132,0.504718468
32,32,2.1875,0.1,200,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,10,0.119235184,0.880764816,1.085258997,0.530512405
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.1,100,10,0.119242869,0.880757131,1.140811162,0.505188712
16,16,1.5625,0.2,100,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.05,200,10,0.119252119,0.880747881,1.118566847,0.502685199
32,32,2.1875,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,10,0.119270558,0.880729442,1.112631225,0.519942609
48,48,2.8125,0.1,200,96,96,15,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,10,0.119270774,0.880729226,1.074839177,0.507398323
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.1,100,10,0.119273837,0.880726163,1.080436973,0.51390158
48,48,2.8125,0.1,200,96,96,15,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,10,0.119278717,0.880721283,1.083505507,0.515413841
32,32,2.1875,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,10,0.119291826,0.880708174,1.083614741,0.510305284
16,16,1.5625,0.1,200,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.05,200,10,0.119299583,0.880700417,1.06861138,0.523319814
48,48,2.8125,0.1,200,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,10,0.119320596,0.880679404,1.072992761,0.503970353
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.1,100,10,0.119331885,0.880668115,1.114716846,0.516060426
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.05,200,10,0.119336631,0.880663369,1.072415065,0.511178976
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,10,0.119336777,0.880663223,1.070388513,0.502113425
48,48,2.8125,0.2,100,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.119340051,0.880659949,1.083268473,0.52633632
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.05,200,10,0.119343769,0.880656231,1.084714528,0.528016907
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.1,100,10,0.119349582,0.880650418,1.075269576,0.512514896
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.1,100,10,0.11935371,0.88064629,1.113361085,0.519539161
32,32,2.1875,0.1,200,32,32,5,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.1,100,10,0.119356456,0.880643544,1.105387784,0.507574665
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,10,0.119366581,0.880633419,1.072058224,0.52906694
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.1,100,10,0.119372114,0.880627886,1.070400654,0.519539161
16,16,1.5625,0.2,100,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.119418582,0.880581418,1.085149697,0.512271758
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.119431762,0.880568238,1.076773457,0.527210012
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.119433278,0.880566722,1.068989346,0.521404105
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.05,200,10,0.119445753,0.880554247,1.070007496,0.517051679
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,10,0.119450863,0.880549137,1.078750015,0.531503658
32,32,2.1875,0.2,100,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.1,100,10,0.11948213,0.88051787,1.070400654,0.522622464
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,10,0.119498223,0.880501777,1.070388513,0.513960361
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.1,100,10,0.119498463,0.880501537,1.082710087,0.511633189
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.1,100,10,0.119499745,0.880500255,1.080580672,0.512514896
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.05,200,10,0.119529734,0.880470266,1.070400654,0.518783031
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.119533695,0.880466305,1.077826926,0.518959372
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,10,0.119543056,0.880456944,1.078031108,0.515413841
32,32,2.1875,0.1,200,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.1,100,10,0.119562832,0.880437168,1.072992761,0.505709721
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.119566864,0.880433136,1.072106547,0.506524632
32,32,2.1875,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,10,0.119582124,0.880417876,1.098623097,0.532024666
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.05,200,10,0.119586505,0.880413495,1.134201763,0.500374058
32,32,2.1875,0.2,100,96,96,15,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.1,100,10,0.119617086,0.880382914,1.093189785,0.51186831
48,48,2.8125,0.1,200,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.05,200,10,0.119628179,0.880371821,1.096572888,0.528016907
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,10,0.119640589,0.880359411,1.0713375,0.503970353
